"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
32,"blue-collar","married","basic.9y","no","no","no","telephone","may","wed",923,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"yes"
43,"blue-collar","married","basic.9y","no","no","no","cellular","nov","tue",465,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
57,"admin.","married","university.degree","no","no","yes","cellular","jul","mon",231,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
50,"admin.","married","university.degree","no","yes","no","cellular","nov","mon",183,1,3,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
29,"self-employed","married","university.degree","no","no","no","cellular","mar","wed",197,2,999,0,"nonexistent",-1.8,92.843,-50,1.663,5099.1,"yes"
44,"blue-collar","married","basic.6y","no","yes","yes","cellular","nov","fri",36,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
47,"blue-collar","divorced","basic.9y","","yes","no","telephone","may","wed",30,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
37,"management","married","university.degree","no","yes","yes","telephone","aug","tue",365,2,6,1,"success",-1.7,94.027,-38.3,0.904,4991.6,"no"
68,"retired","married","university.degree","no","yes","yes","cellular","may","wed",145,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
47,"management","married","university.degree","no","no","no","cellular","aug","tue",175,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
29,"blue-collar","single","basic.9y","no","no","no","telephone","jun","fri",153,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
52,"blue-collar","married","basic.9y","no","no","no","cellular","jul","mon",535,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
34,"admin.","single","high.school","no","no","yes","telephone","may","fri",74,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
33,"blue-collar","married","basic.6y","no","no","no","telephone","may","mon",165,1,999,0,"nonexistent",-1.8,93.876,-40,0.682,5008.7,"no"
32,"services","divorced","high.school","no","yes","no","telephone","may","fri",228,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"admin.","married","university.degree","no","no","no","cellular","may","wed",27,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
43,"blue-collar","divorced","basic.9y","","no","no","cellular","jul","tue",141,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"technician","married","university.degree","no","yes","no","cellular","nov","thu",91,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
49,"services","single","professional.course","no","yes","no","cellular","aug","tue",161,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
57,"retired","married","basic.4y","no","no","no","telephone","jun","fri",14,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
34,"technician","married","professional.course","no","no","yes","telephone","may","fri",388,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
34,"technician","single","university.degree","no","yes","no","cellular","mar","thu",180,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.654,5008.7,"yes"
48,"admin.","divorced","high.school","no","no","yes","telephone","jun","fri",36,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
35,"blue-collar","married","high.school","no","no","no","telephone","jun","fri",107,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
49,"services","married","high.school","no","yes","no","cellular","aug","tue",197,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
33,"services","married","high.school","no","yes","yes","cellular","jul","tue",130,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
40,"blue-collar","divorced","basic.9y","no","no","no","cellular","nov","fri",74,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
42,"blue-collar","married","basic.9y","","yes","no","cellular","may","tue",315,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
32,"technician","single","university.degree","no","yes","no","telephone","nov","thu",47,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
43,"admin.","divorced","basic.9y","no","","","telephone","may","tue",178,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
36,"technician","divorced","professional.course","no","yes","no","cellular","aug","wed",79,2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
29,"admin.","single","university.degree","no","no","no","cellular","mar","mon",287,2,999,0,"nonexistent",-1.8,93.369,-34.8,0.646,5008.7,"no"
48,"blue-collar","married","professional.course","no","yes","no","cellular","aug","tue",996,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
33,"blue-collar","divorced","basic.9y","no","yes","no","cellular","nov","thu",70,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
74,"retired","married","basic.9y","no","yes","no","cellular","aug","mon",156,1,999,1,"failure",-2.9,92.201,-31.4,0.861,5076.2,"yes"
35,"admin.","single","high.school","no","no","no","cellular","may","wed",152,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
33,"admin.","married","university.degree","no","no","no","cellular","aug","thu",137,5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
54,"admin.","divorced","university.degree","no","","","cellular","may","wed",161,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
25,"blue-collar","single","basic.9y","no","no","no","cellular","may","fri",299,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
27,"admin.","married","high.school","no","no","no","cellular","may","mon",88,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
49,"admin.","divorced","university.degree","no","yes","no","cellular","jun","tue",144,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
39,"housemaid","married","basic.9y","no","yes","no","cellular","nov","mon",130,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
36,"entrepreneur","married","basic.9y","no","no","no","cellular","apr","fri",299,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
33,"admin.","married","university.degree","no","","","cellular","aug","fri",57,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"blue-collar","single","basic.4y","no","no","no","cellular","may","wed",207,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
56,"retired","single","professional.course","","yes","no","cellular","jul","fri",161,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
49,"admin.","married","high.school","no","no","no","cellular","may","tue",104,1,6,1,"success",-1.8,92.893,-46.2,1.344,5099.1,"no"
36,"management","married","university.degree","no","yes","no","cellular","nov","wed",20,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
48,"blue-collar","divorced","high.school","","no","yes","telephone","jul","mon",716,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"entrepreneur","married","university.degree","no","no","no","cellular","jul","wed",638,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes"
38,"technician","single","professional.course","no","no","no","cellular","apr","mon",17,6,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
38,"admin.","divorced","university.degree","","yes","no","cellular","nov","wed",697,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
56,"services","divorced","high.school","","no","no","telephone","may","thu",311,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"technician","single","university.degree","no","no","no","cellular","sep","fri",155,4,999,1,"failure",-1.1,94.199,-37.5,0.879,4963.6,"no"
37,"admin.","single","university.degree","no","yes","no","cellular","oct","thu",447,3,999,0,"nonexistent",-3.4,92.431,-26.9,0.754,5017.5,"yes"
47,"management","married","basic.9y","","","","telephone","jun","thu",282,4,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
50,"blue-collar","single","professional.course","no","no","no","cellular","may","wed",425,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
38,"blue-collar","married","basic.6y","","yes","no","telephone","jun","wed",74,13,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
36,"services","married","high.school","no","yes","no","telephone","may","thu",287,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
31,"admin.","divorced","high.school","no","yes","no","cellular","may","mon",274,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
31,"blue-collar","married","basic.9y","no","no","no","cellular","apr","thu",104,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
45,"housemaid","married","basic.4y","","no","no","cellular","aug","tue",148,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
39,"entrepreneur","married","university.degree","","no","no","cellular","nov","tue",54,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"admin.","married","university.degree","","yes","no","telephone","may","tue",265,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
58,"retired","married","high.school","","no","no","cellular","may","tue",127,1,999,1,"failure",-1.8,92.893,-46.2,1.344,5099.1,"no"
32,"admin.","married","high.school","no","no","no","cellular","nov","fri",219,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
40,"admin.","married","university.degree","no","no","no","telephone","jun","thu",265,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
26,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","tue",359,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
57,"blue-collar","married","basic.4y","","no","yes","telephone","may","tue",500,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
44,"blue-collar","divorced","basic.4y","no","no","no","telephone","jul","wed",71,1,999,0,"nonexistent",-1.7,94.215,-40.3,0.84,4991.6,"no"
39,"self-employed","married","basic.6y","","no","yes","telephone","jun","fri",213,1,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
58,"retired","married","high.school","no","yes","no","cellular","aug","fri",35,10,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
63,"retired","married","","no","no","no","telephone","apr","wed",185,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.445,5099.1,"no"
34,"admin.","married","university.degree","no","yes","no","cellular","aug","fri",80,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
55,"retired","divorced","high.school","no","no","no","cellular","jul","mon",609,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"blue-collar","single","basic.4y","no","no","no","cellular","jul","wed",475,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
38,"technician","single","professional.course","no","yes","no","cellular","sep","thu",284,3,22,1,"success",-1.1,94.199,-37.5,0.879,4963.6,"yes"
29,"student","single","university.degree","no","no","no","cellular","jul","thu",104,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
31,"blue-collar","married","basic.4y","no","yes","no","cellular","may","wed",158,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
55,"blue-collar","divorced","basic.9y","no","yes","no","telephone","jun","fri",220,6,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
41,"technician","married","professional.course","no","yes","no","cellular","oct","tue",304,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.744,5017.5,"no"
33,"admin.","married","university.degree","no","yes","yes","cellular","jul","fri",217,3,999,0,"nonexistent",-1.7,94.215,-40.3,0.79,4991.6,"yes"
56,"housemaid","divorced","basic.4y","no","yes","no","cellular","nov","wed",414,1,999,1,"failure",-3.4,92.649,-30.1,0.716,5017.5,"yes"
27,"blue-collar","single","basic.6y","","no","no","telephone","may","thu",444,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
43,"management","single","university.degree","no","","","cellular","may","thu",274,3,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
29,"student","single","professional.course","no","yes","yes","cellular","nov","thu",123,1,7,1,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
35,"unemployed","divorced","basic.4y","no","yes","yes","telephone","jun","tue",637,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"admin.","married","basic.9y","","yes","no","telephone","may","fri",199,4,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
39,"self-employed","married","basic.4y","","no","no","telephone","may","mon",179,4,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
36,"admin.","single","high.school","no","yes","no","telephone","may","thu",193,6,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
52,"management","divorced","university.degree","no","no","no","telephone","jun","thu",20,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
36,"admin.","married","high.school","no","yes","no","telephone","nov","wed",114,1,999,1,"failure",-0.1,93.2,-42,4.286,5195.8,"yes"
37,"blue-collar","married","basic.9y","no","","","telephone","jun","thu",94,4,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
59,"retired","married","high.school","no","yes","no","cellular","aug","mon",370,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
42,"retired","married","professional.course","","yes","no","telephone","jun","wed",142,17,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
48,"services","married","high.school","no","no","no","cellular","jul","mon",157,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"technician","married","university.degree","no","yes","no","cellular","aug","mon",101,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
30,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","fri",117,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
58,"blue-collar","married","basic.9y","no","no","no","telephone","jun","wed",372,5,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
32,"technician","married","professional.course","no","no","no","cellular","jul","tue",711,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
42,"blue-collar","married","high.school","","yes","no","telephone","jun","tue",94,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
43,"housemaid","married","basic.4y","no","no","no","telephone","jul","tue",81,2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
42,"technician","married","basic.9y","no","no","no","cellular","nov","mon",295,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
58,"retired","married","university.degree","no","no","no","cellular","may","wed",109,1,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,"no"
56,"self-employed","married","basic.9y","no","yes","no","telephone","aug","wed",41,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
45,"admin.","divorced","university.degree","no","yes","yes","cellular","jul","mon",340,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"services","married","high.school","","no","no","cellular","nov","thu",130,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
27,"admin.","single","professional.course","no","yes","yes","telephone","jun","fri",103,1,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
52,"blue-collar","married","basic.9y","","no","no","cellular","jul","mon",128,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"blue-collar","married","basic.9y","","yes","yes","cellular","jul","tue",656,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
45,"unemployed","married","university.degree","no","no","no","telephone","may","fri",191,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
24,"admin.","single","high.school","no","no","no","telephone","jun","tue",768,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"yes"
42,"blue-collar","married","basic.9y","","no","no","telephone","jun","fri",61,1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
59,"retired","married","university.degree","no","no","no","cellular","apr","tue",1073,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
51,"housemaid","married","","no","no","no","cellular","aug","fri",273,1,999,1,"failure",-2.9,92.201,-31.4,0.881,5076.2,"yes"
50,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",206,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
34,"admin.","single","high.school","no","yes","no","cellular","may","fri",655,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes"
52,"self-employed","married","basic.9y","","yes","no","telephone","may","tue",90,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"services","married","basic.9y","no","yes","no","telephone","may","thu",297,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
36,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","wed",800,6,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
44,"admin.","divorced","high.school","","no","no","telephone","jun","tue",81,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
41,"technician","married","professional.course","no","yes","no","cellular","aug","fri",307,9,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
29,"technician","single","professional.course","no","yes","yes","cellular","nov","fri",215,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
38,"admin.","married","university.degree","no","no","no","telephone","may","fri",124,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"blue-collar","married","basic.9y","no","no","no","cellular","jul","thu",176,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
40,"self-employed","married","professional.course","no","no","no","telephone","jun","fri",20,18,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
46,"blue-collar","married","","","yes","no","telephone","may","tue",379,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
31,"technician","married","professional.course","no","yes","no","cellular","aug","mon",50,10,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
42,"technician","married","university.degree","no","no","no","cellular","aug","thu",161,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
60,"retired","divorced","professional.course","no","yes","no","cellular","apr","thu",126,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
40,"housemaid","married","basic.6y","no","yes","no","telephone","jul","tue",225,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
60,"admin.","married","university.degree","no","no","no","cellular","apr","fri",246,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
36,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",90,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",315,4,999,0,"nonexistent",-2.9,92.469,-33.6,1.018,5076.2,"no"
41,"technician","divorced","professional.course","no","no","no","cellular","aug","wed",16,13,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
38,"admin.","divorced","university.degree","no","yes","no","cellular","jul","tue",395,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
43,"blue-collar","divorced","basic.9y","","no","yes","telephone","jun","fri",222,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
31,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","thu",192,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
42,"admin.","divorced","high.school","no","no","no","cellular","apr","mon",220,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
32,"blue-collar","married","basic.4y","","yes","no","cellular","jul","wed",147,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
33,"technician","single","professional.course","no","yes","yes","cellular","aug","fri",125,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
48,"admin.","married","professional.course","no","no","no","telephone","jun","wed",105,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
30,"technician","single","professional.course","no","no","no","cellular","nov","wed",757,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
33,"technician","married","professional.course","","yes","no","cellular","aug","tue",97,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
33,"blue-collar","married","high.school","no","no","no","telephone","may","mon",333,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
50,"blue-collar","married","basic.4y","","yes","no","cellular","aug","fri",73,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
40,"technician","married","professional.course","no","yes","no","cellular","apr","tue",366,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"no"
56,"","single","basic.9y","no","no","yes","cellular","jul","mon",53,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"admin.","married","high.school","no","yes","yes","telephone","may","thu",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
28,"services","married","high.school","no","no","no","telephone","may","tue",498,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
57,"management","married","university.degree","","yes","yes","cellular","nov","fri",22,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
47,"services","married","high.school","no","yes","yes","cellular","aug","fri",502,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
31,"services","married","high.school","no","no","no","telephone","nov","fri",271,2,3,2,"success",-3.4,92.649,-30.1,0.714,5017.5,"yes"
26,"technician","single","professional.course","no","yes","no","telephone","apr","fri",100,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
34,"management","married","high.school","no","yes","no","cellular","nov","wed",228,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
34,"admin.","married","university.degree","no","no","no","cellular","jul","wed",781,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes"
23,"admin.","single","high.school","no","yes","no","cellular","jul","tue",141,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
52,"housemaid","married","basic.4y","","yes","yes","cellular","aug","mon",85,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
34,"admin.","single","university.degree","no","no","no","cellular","sep","fri",260,3,3,2,"success",-3.4,92.379,-29.8,0.773,5017.5,"yes"
49,"technician","married","professional.course","no","yes","no","cellular","jul","fri",354,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
35,"unemployed","married","basic.4y","no","yes","no","cellular","nov","mon",57,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
25,"admin.","single","university.degree","no","no","no","cellular","may","tue",80,1,999,1,"failure",-1.8,92.893,-46.2,1.266,5099.1,"no"
31,"technician","single","university.degree","no","no","no","cellular","jul","fri",85,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
45,"student","single","","no","yes","no","cellular","oct","wed",316,2,999,2,"failure",-1.1,94.601,-49.5,1.016,4963.6,"no"
34,"blue-collar","married","basic.9y","no","no","no","telephone","jun","tue",7,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.702,4991.6,"no"
46,"admin.","married","high.school","no","no","no","telephone","jun","fri",354,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
59,"retired","married","professional.course","no","yes","yes","cellular","jun","mon",1460,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.266,5076.2,"yes"
36,"management","married","university.degree","no","no","no","cellular","may","fri",117,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
38,"management","divorced","university.degree","no","no","no","cellular","apr","mon",611,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
36,"unemployed","single","high.school","no","yes","no","cellular","jul","wed",597,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
34,"services","divorced","basic.9y","no","yes","no","cellular","may","mon",465,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
29,"admin.","single","university.degree","no","yes","no","telephone","jun","tue",392,2,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
50,"management","married","university.degree","no","yes","no","cellular","oct","thu",305,2,4,1,"success",-3.4,92.431,-26.9,0.754,5017.5,"yes"
42,"admin.","married","high.school","","yes","no","telephone","may","tue",99,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
39,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",253,1,12,1,"success",-1.8,92.893,-46.2,1.344,5099.1,"no"
29,"services","single","high.school","no","no","no","cellular","apr","mon",386,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
29,"admin.","single","high.school","no","yes","no","telephone","nov","mon",207,1,6,1,"success",-1.1,94.767,-50.8,1.05,4963.6,"no"
24,"technician","single","university.degree","no","yes","no","cellular","apr","fri",326,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"no"
53,"","married","","","no","no","cellular","aug","mon",51,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
30,"blue-collar","single","basic.6y","","yes","no","telephone","jun","fri",169,2,999,0,"nonexistent",1.4,94.465,-41.8,4.947,5228.1,"no"
63,"retired","married","high.school","no","yes","no","cellular","oct","wed",96,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.724,5017.5,"yes"
39,"technician","married","high.school","no","yes","no","cellular","jul","thu",1461,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes"
32,"blue-collar","married","basic.6y","no","yes","no","telephone","may","wed",71,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
36,"technician","single","high.school","","yes","yes","cellular","aug","thu",971,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
41,"technician","single","high.school","no","yes","no","cellular","aug","wed",88,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"admin.","single","high.school","no","no","no","cellular","nov","mon",191,2,19,2,"failure",-1.1,94.767,-50.8,1.048,4963.6,"no"
39,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","mon",213,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
50,"technician","married","professional.course","","yes","yes","telephone","jun","fri",705,7,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
64,"unemployed","divorced","basic.9y","no","yes","no","cellular","oct","wed",604,2,999,0,"nonexistent",-1.1,94.601,-49.5,0.959,4963.6,"no"
55,"services","married","basic.4y","no","yes","no","cellular","aug","wed",212,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
36,"technician","married","high.school","no","no","no","telephone","jun","fri",52,4,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
38,"admin.","single","high.school","no","yes","no","cellular","may","tue",100,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
39,"management","married","university.degree","no","yes","no","cellular","apr","mon",305,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
26,"admin.","single","high.school","","yes","no","telephone","may","fri",161,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
27,"technician","single","professional.course","no","no","no","cellular","jul","mon",581,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
